B6HDV6	7
B6HDT0	2
B6HDP5	47
B6HDP2	7
B6HDM7	54
B6HDM0	6
B6HDK0	1
B6HDJ9	6
B6HDG7	106
B6HDB9	7
B6HCV8	43
B6HCN9	28
B6HCM8	11
B6HCM3	91
B6HCL9	3
B6HCK2	31
B6HCI2	8
B6HCI0	27
B6HCF6	14
B6HCD3	75
B6HCB9	13
B6HCA7	3
B6HC98	28
B6HC88	11
B6HC45	28
B6HC38	75
B6HC15	11
B6HC11	10
B6HC02	33
B6HBZ8	34
B6HBY7	8
B6HBX5	12
B6HBV4	9
B6HBU7	35
B6HBS0	20
B6HBR5	5
B6HBR3	31
B6HBQ9	26
B6HBQ4	85
B6HBN9	8
B6HBN7	11
B6HBN0	59
B6HBM7	3
B6HBK5	51
B6HBI3	149
B6HBI1	7
B6HBH1	1
B6HBH0	2
B6HBG9	14
B6HBF2	23
B6HBE9	29
B6HBC7	13
B6HB98	24
B6HB86	45
B6HB71	21
B6HB48	12
B6HAN7	27
B6HAN2	38
B6HAK3	14
B6HAI2	41
B6HAB9	268
B6HAB4	9
B6HAA4	38
B6HA71	3
B6HA16	26
B6HA12	47
B6HA03	17
B6HA02	21
B6H9Z7	6
B6H9Z4	8
B6H9Z2	67
B6H9Z0	56
B6H9Y4	4
B6H9V4	14
B6H9V3	3
B6H9U6	3
B6H9T9	4
B6H9E4	13
B6H9E1	9
B6H9E0	14
B6H9D7	13
B6H9D5	28
B6H9A8	31
B6H981	57
B6H979	2
B6H967	30
B6H953	16
B6H939	20
B6H908	116
B6H901	10
B6H900	19
B6H8Z7	11
B6H8Y8	43
B6H8Y5	22
B6H8W5	18
B6H8W3	26
B6H8V2	25
B6H8S9	30
B6H8R4	2
B6H8R3	8
B6H8P2	4
B6H8N7	8
B6H8L1	1
B6H8K4	19
B6H8K3	68
B6H8E0	5
B6H8D4	30
B6H8C2	32
B6H8A9	31
B6H883	19
B6H868	19
B6H865	6
B6H857	29
B6H856	31
B6H845	1
B6H829	11
B6H817	106
B6H7Z6	4
B6H7W8	25
B6H7V7	47
B6H7I4	2
B6H7H6	18
B6H7G2	67
B6H7F6	23
B6H7D0	16
B6H7C8	5
B6H7C6	1
B6H7C0	2
B6H7B2	4
B6H7A6	29
B6H7A4	24
B6H793	22
B6H791	11
B6H784	15
B6H763	6
B6H749	25
B6H748	3
B6H744	3
B6H741	13
B6H736	48
B6H734	6
B6H728	38
B6H721	28
B6H720	30
B6H717	11
B6H711	11
B6H6W9	249
B6H6J7	80
B6H6I1	28
B6H6F6	90
B6H6C9	52
B6H6B8	13
B6H6B5	351
B6H617	34
B6H5Z5	21
B6H5X7	7
B6H5X3	53
B6H5U0	71
B6H5R2	2
B6H5Q2	1
B6H5P4	29
B6H5M2	27
B6H5L1	58
B6H5L0	35
B6H5I6	8
B6H5F3	6
B6H5F0	15
B6H588	104
B6H587	4
B6H577	4
B6H566	4
B6H518	20
B6H4Z2	5
B6H4Z0	3
B6H4Y7	27
B6H4Y1	4
B6H4Y0	97
B6H4X2	37
B6H4W6	41
B6H4T6	14
B6H4S8	1
B6H4S1	9
B6H4R8	47
B6H4R6	1
B6H4Q3	19
B6H4Q0	3
B6H4P4	18
B6H4M3	5
B6H4L2	8
B6H4K8	5
B6H4J7	7
B6H4J4	127
B6H4G3	77
B6H4F9	4
B6H4F2	8
B6H4D7	2
B6H499	34
B6H458	12
B6H440	6
B6H438	5
B6H429	7
B6H412	1
B6H406	4
B6H3Z9	18
B6H3Y5	30
B6H3X3	31
B6H3V2	4
B6H3Q3	27
B6H3P1	47
B6H3M0	13
B6H3L9	293
B6H3L5	14
B6H3G8	19
B6H3D4	5
B6H3C5	2
B6H361	60
B6H343	23
B6H339	4
B6H305	10
B6H2Y8	37
B6H2X6	290
B6H2V9	101
B6H2U7	2
B6H2T8	59
B6H2T5	3
B6H2R7	5
B6H2R6	23
B6H2R4	1
B6H2Q2	46
B6H2M8	26
B6H2K5	3
B6H2J2	8
B6H2I5	1
B6H2H3	52
B6H2D1	15
B6H2C9	64
B6H2A5	4
B6H289	10
B6H278	4
B6H269	10
B6H265	2
B6H243	30
B6H242	89
B6H237	8
B6H234	38
B6H232	15
B6H220	13
B6H219	17
B6H207	386
B6H1Z7	4
B6H1X7	42
B6H1U9	35
B6H1U1	4
B6H1T2	3
B6H1S4	24
B6H1J9	27
B6H1J5	10
B6H1I9	2
B6H1I3	33
B6H1H2	9
B6H1B0	19
B6H166	3
B6H108	30
B6H107	3
B6H0Y6	28
B6H0Y5	97
B6H0U6	4
B6H0U2	10
B6H0M1	52
B6H0K8	62
B6H0H8	51
B6H0H5	32
B6H0H1	30
B6H0G8	25
B6H0F9	83
B6H0F6	47
B6H0B3	6
B6H0A9	11
B6H038	14
B6H033	193
B6GZZ5	17
B6GZY9	27
B6GZW9	48
B6GZT6	5
B6GZR6	17
B6GZR4	16
B6GZQ6	39
B6GZL7	7
B6GZL6	2
B6GZJ0	24
B6GZI9	12
B6GZH8	9
B6GZF1	22
B6GZE7	16
B6GZB9	11
B6GZB4	23
B6GZA4	68
B6GZ88	5
B6GZ69	126
B6GZ35	59
B6GZ20	5
B6GZ19	38
B6GZ17	11
B6GZ15	16
B6GYZ2	9
B6GYU9	5
B6GYU6	13
B6GYU2	5
B6GYR8	22
B6GYR5	2
B6GYR1	34
B6GYQ7	6
B6GYG4	15
B6GYE0	8
B6GYB2	23
B6GY89	43
B6GY08	5
B6GXZ7	21
B6GXZ2	22
B6GXY2	18
B6GXX8	106
B6GXT8	21
B6GXR6	51
B6GXR4	17
B6GXQ9	8
B6GXQ3	10
B6GXQ2	71
B6GXP1	9
B6GXK4	2
B6GXI0	15
B6GXH8	3
B6GXG4	3
B6GXG2	1
B6GXG1	9
B6GXF0	16
B6GXE9	45
B6GXD7	35
B6GXC7	1
B6GX96	23
B6GX75	15
B6GX48	14
B6GX18	78
B6GWY7	86
B6GWU9	21
B6GWU5	11
B6GWS2	53
B6GWQ3	10
B6GWK3	10
B6GWG5	38
B6GW97	7
B6GW25	62
B6GW24	27
B6GVZ4	59
B6GVZ2	3
B6GVT7	3
A7KAN0	2
A7KAM9	50
A7KAM4	9
A7KAM0	17
B6HW13	4
B6HW01	3
B6HVK0	13
B6HV89	1
B6HV70	3
B6HV58	14
B6HUX3	15
B6HUU5	4
B6HUM3	6
B6HUK2	1
B6HUI3	1
B6HU41	7
B6HT77	3
B6HT11	2
B6HSV9	1
B6HSP5	4
B6HSM4	66
B6HSJ0	1
B6HS17	7
B6HRR0	2
B6HRI3	5
B6HRA6	4
B6HR74	4
B6HR72	5
B6HR59	11
B6HQT2	1
B6HQM8	6
B6HQL8	9
B6HQI4	1
B6HQ97	16
B6HQ64	1
B6HQ02	1
B6HPZ8	18
B6HPY0	8
B6HPW4	21
B6HPS4	8
B6HPI6	5
B6HP64	2
B6HP57	10
B6HNX8	5
B6HN63	2
B6HMW4	1
B6HMK8	24
B6HM77	9
B6HM58	3
B6HM37	13
B6HM17	5
B6HLY1	1
B6HLP9	2
B6HLK3	25
B6HLE7	14
B6HLD7	14
B6HLB5	3
B6HKY2	7
B6HKS2	6
B6HKP0	15
B6HKL7	8
B6HKF7	1
B6HK42	12
B6HK34	4
B6HJX9	7
B6HJT8	7
B6HJI5	1
B6HJI0	15
B6HJC8	15
B6HJA3	6
B6HJ38	9
B6HIV2	9
B6HIU7	1
B6HIU2	5
B6HIS0	5
B6HIR9	4
B6HIR8	7
B6HIN8	2
B6HIL3	2
B6HID3	2
B6HIB9	17
B6HHY6	3
B6HHM2	14
B6HHL0	2
B6HHF5	2
B6HH80	6
B6HH48	1
B6HGZ0	2
B6HGY2	5
B6HGI7	4
B6HGH3	1
B6HGC6	7
B6HGA3	1
B6HG38	7
B6HFH2	1
B6HF12	17
B6HEX4	2
B6HEN1	20
B6HEI2	1
B6HEE5	2
B6HEA6	18
B6HEA4	2
B6HDX3	1
B6HDQ1	17
B6HDP9	10
B6HCZ8	25
B6HCY7	11
B6HCX3	2
B6HCW6	8
B6HCW5	19
B6HC94	19
B6HC31	2
B6HBV0	19
B6HBU3	6
B6HBT2	9
B6HBT0	1
B6HBH9	24
B6HBB6	1
B6HBB4	1
B6HB95	17
B6HAQ2	1
B6HAF2	16
B6HA09	26
B6H9Z5	6
B6H9L7	10
B6H992	20
B6H8U9	1
B6H8Q6	2
B6H8P1	9
B6H8P0	2
B6H8N4	2
B6H8I5	2
B6H844	1
B6H7B5	9
B6H797	5
B6H779	4
B6H730	13
B6H722	7
B6H6J1	2
B6H5X4	16
B6H5V7	8
B6H5R0	6
B6H5P7	20
B6H515	1
B6H4U6	41
B6H4U1	1
B6H4Q5	14
B6H4L7	8
B6H4H6	5
B6H4H2	12
B6H4G8	2
B6H4B6	29
B6H437	3
B6H426	5
B6H423	4
B6H3S2	18
B6H3A5	1
B6H335	1
B6H330	5
B6H2X1	6
B6H2U8	3
B6H2L3	8
B6H2F8	6
B6H2C4	11
B6H1W4	52
B6H1V6	7
B6H0N5	8
B6H0B2	3
B6GZR2	10
B6GZG6	5
B6GYN9	7
B6GYF5	15
B6GYA6	1
B6GY55	1
B6GY31	2
B6GY09	4
B6GXF6	8
B6GXD2	5
B6GX39	3
B6GWU8	8
B6GWT7	5
B6GWP8	2
B6GW98	7
O94225	4
B6HWW7	8
B6HWV4	1
B6HW53	4
B6HVV6	2
B6HVT7	1
B6HVL6	4
B6HVE2	1
B6HVC5	1
B6HVC0	2
B6HVB5	1
B6HV88	2
B6HV10	2
B6HUV1	14
B6HUL9	1
B6HUI9	1
B6HUI7	1
B6HU86	12
B6HU47	2
B6HTX4	2
B6HTR5	7
B6HTP1	2
B6HTJ6	11
B6HTH2	7
B6HTG1	4
B6HTC7	2
B6HT36	11
B6HT27	1
B6HT24	3
B6HSX6	13
B6HSW0	4
B6HSU2	1
B6HSS3	4
B6HSL5	3
B6HSL3	3
B6HSI5	1
B6HSI2	4
B6HSF4	20
B6HSB9	2
B6HS62	4
B6HS58	8
B6HRZ1	4
B6HRV0	2
B6HRU8	1
B6HRR9	3
B6HRP8	8
B6HRI2	2
B6HRH5	3
B6HR94	3
B6HR70	19
B6HR66	3
B6HQS2	3
B6HQL7	1
B6HQH9	1
B6HQF9	3
B6HQD3	1
B6HQB0	3
B6HQA3	4
B6HQ94	1
B6HPR3	5
B6HPP7	2
B6HPM8	4
B6HPK2	1
B6HPE8	2
B6HPE0	5
B6HP52	4
B6HP34	1
B6HNV2	1
B6HNU8	16
B6HNU7	2
B6HNK7	1
B6HMX3	1
B6HMW8	4
B6HMT2	3
B6HMR8	2
B6HML6	2
B6HMI3	4
B6HMH2	8
B6HME7	8
B6HMD9	8
B6HMD4	1
B6HMC6	6
B6HMA9	1
B6HM19	1
B6HLH1	5
B6HLF2	2
B6HLE4	2
B6HL93	1
B6HL38	10
B6HL22	2
B6HKT6	3
B6HKE7	3
B6HK84	1
B6HJY0	1
B6HJW4	2
B6HJR3	7
B6HJD6	4
B6HJD3	3
B6HJ59	4
B6HJ36	2
B6HJ33	2
B6HIZ9	2
B6HIV3	1
B6HIV1	4
B6HII3	5
B6HID9	8
B6HIA2	10
B6HI59	11
B6HI13	1
B6HHW8	11
B6HHQ2	7
B6HHG2	2
B6HHE9	3
B6HHB1	4
B6HHA4	2
B6HH96	1
B6HH53	1
B6HH27	1
B6HH19	1
B6HGW3	11
B6HGU8	1
B6HGL9	3
B6HG97	14
B6HFP1	4
B6HFE3	5
B6HF69	5
B6HF18	4
B6HF11	2
B6HEW5	6
B6HEQ9	7
B6HEN7	4
B6HDL9	2
B6HDJ5	3
B6HDJ3	1
B6HDC3	2
B6HCS8	1
B6HCR1	4
B6HCL6	1
B6HCF0	1
B6HCC5	2
B6HCB0	10
B6HC99	2
B6HC41	18
B6HBV3	1
B6HBT9	1
B6HBT5	6
B6HBK1	1
B6HBJ7	5
B6HBF8	1
B6HBF4	1
B6HBE5	4
B6HBB1	4
B6HBA3	2
B6HAM1	4
B6HAH6	2
B6HAH1	4
B6HAF7	2
B6HA17	4
B6H9Z3	5
B6H9G3	3
B6H9A3	4
B6H993	1
B6H952	9
B6H938	5
B6H8Y9	2
B6H8Q7	2
B6H8A2	3
B6H899	1
B6H894	3
B6H884	1
B6H843	8
B6H723	2
B6H6Z2	3
B6H6Y6	5
B6H6U5	1
B6H6K6	2
B6H6B9	3
B6H6B1	2
B6H666	9
B6H610	2
B6H5W3	2
B6H5P8	1
B6H5L8	4
B6H5E0	4
B6H5C4	1
B6H5B6	1
B6H5A7	1
B6H500	2
B6H461	1
B6H416	2
B6H415	2
B6H3S1	2
B6H3K5	6
B6H3E8	4
B6H3E5	2
B6H3C7	2
B6H3B0	2
B6H3A7	17
B6H2M4	4
B6H2I0	8
B6H2A2	2
B6H276	6
B6H1Q8	4
B6H1H1	2
B6H1G8	7
B6H1E8	1
B6H1E1	1
B6H0Y4	1
B6H0X2	2
B6H0W9	2
B6H0W6	2
B6H0R1	1
B6H089	1
B6H057	1
B6GZZ7	1
B6GZZ0	4
B6GZY3	3
B6GZQ5	2
B6GZL5	4
B6GZI6	5
B6GZG3	18
B6GZA6	6
B6GZ89	12
B6GZ79	4
B6GZ04	1
B6GYX9	30
B6GYW8	1
B6GYV0	6
B6GYM7	4
B6GYM5	7
B6GYK9	1
B6GYK7	4
B6GYD4	4
B6GYB7	3
B6GYA7	4
B6GY44	2
B6GY36	1
B6GY26	4
B6GY00	4
B6GXM7	1
B6GXI7	1
B6GXH4	4
B6GXG0	4
B6GX83	6
B6GX54	2
B6GX29	13
B6GWY8	18
B6GWX0	33
B6GWU7	1
B6GWR8	3
B6GWR4	1
B6GWR0	8
B6GWF2	1
B6GWE5	3
B6GW21	2
B6GVZ7	4
A7KAM8	10
A7KAL2	14
